2023-00039,OFR-009,CCS411-24,4BSCS-1
2023-00039,OFR-010,CCS412-24,4BSCS-1
2026-00040,OFR-001,CCS111-24,1BSCS-1
2026-00040,OFR-002,CCS112-24,1BSCS-1
2026-00040,OFR-011,CIT111-24,1BSIT-1
2025-00041,OFR-013,CIT211-24,2BSIT-1
2025-00041,OFR-014,CIT212-24,2BSIT-1
2025-00042,OFR-015,CIT211-24,2BSIT-2
2025-00042,OFR-016,CIT212-24,2BSIT-2
2024-00043,OFR-017,CIT311-24,3BSIT-1
2024-00043,OFR-018,CIT312-24,3BSIT-1
2023-00044,OFR-019,CIT411-24,4BSIT-1
2023-00044,OFR-020,CIT412-24,4BSIT-1
2026-00045,OFR-021,CIS111-24,1BSIS-1
2026-00045,OFR-022,CIS112-24,1BSIS-1
2025-00046,OFR-023,CIS211-24,2BSIS-1
2025-00046,OFR-024,CIS212-24,2BSIS-1
2025-00047,OFR-025,CIS211-24,2BSIS-2
2025-00047,OFR-026,CIS212-24,2BSIS-2
2024-00048,OFR-027,CIS311-24,3BSIS-1
2024-00048,OFR-028,CIS312-24,3BSIS-1
2023-00049,OFR-029,CIS411-24,4BSIS-1
2023-00049,OFR-030,CIS412-24,4BSIS-1
2026-00050,OFR-001,CCS111-24,1BSCS-1
2026-00050,OFR-002,CCS112-24,1BSCS-1
2026-00050,OFR-011,CIT111-24,1BSIT-1
2025-00051,OFR-003,CCS211-24,2BSCS-1
2025-00051,OFR-004,CCS212-24,2BSCS-1
2025-00052,OFR-005,CCS211-24,2BSCS-2
2025-00052,OFR-006,CCS212-24,2BSCS-2
2024-00053,OFR-007,CCS311-24,3BSCS-1
2024-00053,OFR-008,CCS312-24,3BSCS-1
2023-00054,OFR-009,CCS411-24,4BSCS-1
2023-00054,OFR-010,CCS412-24,4BSCS-1
2026-00055,OFR-011,CIT111-24,1BSIT-1
2026-00055,OFR-012,CIT112-24,1BSIT-1
2025-00056,OFR-013,CIT211-24,2BSIT-1
2025-00056,OFR-014,CIT212-24,2BSIT-1
2025-00057,OFR-015,CIT211-24,2BSIT-2
2025-00057,OFR-016,CIT212-24,2BSIT-2
2024-00058,OFR-017,CIT311-24,3BSIT-1
2024-00058,OFR-018,CIT312-24,3BSIT-1
2023-00059,OFR-019,CIT411-24,4BSIT-1
2023-00059,OFR-020,CIT412-24,4BSIT-1
2026-00060,OFR-001,CCS111-24,1BSCS-1
2026-00060,OFR-002,CCS112-24,1BSCS-1
2026-00060,OFR-021,CIS111-24,1BSIS-1
2025-00061,OFR-023,CIS211-24,2BSIS-1
2025-00061,OFR-024,CIS212-24,2BSIS-1
2025-00062,OFR-025,CIS211-24,2BSIS-2
2025-00062,OFR-026,CIS212-24,2BSIS-2
2024-00063,OFR-027,CIS311-24,3BSIS-1
2024-00063,OFR-028,CIS312-24,3BSIS-1
2023-00064,OFR-029,CIS411-24,4BSIS-1
2023-00064,OFR-030,CIS412-24,4BSIS-1
2026-00065,OFR-001,CCS111-24,1BSCS-1
2026-00065,OFR-002,CCS112-24,1BSCS-1
2025-00066,OFR-003,CCS211-24,2BSCS-1
2025-00066,OFR-004,CCS212-24,2BSCS-1
2025-00067,OFR-005,CCS211-24,2BSCS-2
2025-00067,OFR-006,CCS212-24,2BSCS-2
2024-00068,OFR-007,CCS311-24,3BSCS-1
2024-00068,OFR-008,CCS312-24,3BSCS-1
2023-00069,OFR-009,CCS411-24,4BSCS-1
2023-00069,OFR-010,CCS412-24,4BSCS-1
2026-00070,OFR-001,CCS111-24,1BSCS-1
2026-00070,OFR-002,CCS112-24,1BSCS-1
2026-00070,OFR-011,CIT111-24,1BSIT-1
2025-00071,OFR-013,CIT211-24,2BSIT-1
2025-00071,OFR-014,CIT212-24,2BSIT-1
2025-00072,OFR-015,CIT211-24,2BSIT-2
2025-00072,OFR-016,CIT212-24,2BSIT-2
2024-00073,OFR-017,CIT311-24,3BSIT-1
2024-00073,OFR-018,CIT312-24,3BSIT-1
2023-00074,OFR-019,CIT411-24,4BSIT-1
2023-00074,OFR-020,CIT412-24,4BSIT-1
2026-00075,OFR-021,CIS111-24,1BSIS-1
2026-00075,OFR-022,CIS112-24,1BSIS-1
2025-00076,OFR-023,CIS211-24,2BSIS-1
2025-00076,OFR-024,CIS212-24,2BSIS-1
2025-00077,OFR-025,CIS211-24,2BSIS-2
2025-00077,OFR-026,CIS212-24,2BSIS-2
2024-00078,OFR-027,CIS311-24,3BSIS-1
2024-00078,OFR-028,CIS312-24,3BSIS-1
2023-00079,OFR-029,CIS411-24,4BSIS-1
2023-00079,OFR-030,CIS412-24,4BSIS-1
2026-00080,OFR-001,CCS111-24,1BSCS-1
2026-00080,OFR-002,CCS112-24,1BSCS-1
2026-00080,OFR-011,CIT111-24,1BSIT-1
2025-00081,OFR-003,CCS211-24,2BSCS-1
2025-00081,OFR-004,CCS212-24,2BSCS-1
2025-00082,OFR-005,CCS211-24,2BSCS-2
2025-00082,OFR-006,CCS212-24,2BSCS-2
2024-00083,OFR-007,CCS311-24,3BSCS-1
2024-00083,OFR-008,CCS312-24,3BSCS-1
2023-00084,OFR-009,CCS411-24,4BSCS-1
2023-00084,OFR-010,CCS412-24,4BSCS-1
2026-00085,OFR-011,CIT111-24,1BSIT-1
2026-00085,OFR-012,CIT112-24,1BSIT-1
2025-00086,OFR-013,CIT211-24,2BSIT-1
2025-00086,OFR-014,CIT212-24,2BSIT-1
2025-00087,OFR-015,CIT211-24,2BSIT-2
2025-00087,OFR-016,CIT212-24,2BSIT-2
2024-00088,OFR-017,CIT311-24,3BSIT-1
2024-00088,OFR-018,CIT312-24,3BSIT-1
2023-00089,OFR-019,CIT411-24,4BSIT-1
2023-00089,OFR-020,CIT412-24,4BSIT-1
2026-00090,OFR-001,CCS111-24,1BSCS-1
2026-00090,OFR-002,CCS112-24,1BSCS-1
2026-00090,OFR-021,CIS111-24,1BSIS-1
2025-00091,OFR-023,CIS211-24,2BSIS-1
2025-00091,OFR-024,CIS212-24,2BSIS-1
2025-00092,OFR-025,CIS211-24,2BSIS-2
2025-00092,OFR-026,CIS212-24,2BSIS-2
2024-00093,OFR-027,CIS311-24,3BSIS-1
2024-00093,OFR-028,CIS312-24,3BSIS-1
2023-00094,OFR-029,CIS411-24,4BSIS-1
2023-00094,OFR-030,CIS412-24,4BSIS-1
2026-00095,OFR-001,CCS111-24,1BSCS-1
2026-00095,OFR-002,CCS112-24,1BSCS-1
2025-00096,OFR-003,CCS211-24,2BSCS-1
2025-00096,OFR-004,CCS212-24,2BSCS-1
2025-00097,OFR-005,CCS211-24,2BSCS-2
2025-00097,OFR-006,CCS212-24,2BSCS-2
2024-00098,OFR-007,CCS311-24,3BSCS-1
2024-00098,OFR-008,CCS312-24,3BSCS-1
2023-00099,OFR-009,CCS411-24,4BSCS-1
2023-00099,OFR-010,CCS412-24,4BSCS-1
2026-00100,OFR-001,CCS111-24,1BSCS-1
2026-00100,OFR-002,CCS112-24,1BSCS-1
2026-00100,OFR-011,CIT111-24,1BSIT-1
2025-00101,OFR-013,CIT211-24,2BSIT-1
2025-00101,OFR-014,CIT212-24,2BSIT-1
2025-00102,OFR-015,CIT211-24,2BSIT-2
2025-00102,OFR-016,CIT212-24,2BSIT-2
2024-00103,OFR-017,CIT311-24,3BSIT-1
2024-00103,OFR-018,CIT312-24,3BSIT-1
2023-00104,OFR-019,CIT411-24,4BSIT-1
2023-00104,OFR-020,CIT412-24,4BSIT-1
2026-00105,OFR-021,CIS111-24,1BSIS-1
2026-00105,OFR-022,CIS112-24,1BSIS-1
2025-00106,OFR-023,CIS211-24,2BSIS-1
2025-00106,OFR-024,CIS212-24,2BSIS-1
2025-00107,OFR-025,CIS211-24,2BSIS-2
2025-00107,OFR-026,CIS212-24,2BSIS-2
2024-00108,OFR-027,CIS311-24,3BSIS-1
2024-00108,OFR-028,CIS312-24,3BSIS-1
2023-00109,OFR-029,CIS411-24,4BSIS-1
2023-00109,OFR-030,CIS412-24,4BSIS-1
2026-00110,OFR-001,CCS111-24,1BSCS-1
2026-00110,OFR-002,CCS112-24,1BSCS-1
2026-00110,OFR-011,CIT111-24,1BSIT-1
2025-00111,OFR-003,CCS211-24,2BSCS-1
2025-00111,OFR-004,CCS212-24,2BSCS-1
2025-00112,OFR-005,CCS211-24,2BSCS-2
2025-00112,OFR-006,CCS212-24,2BSCS-2
2024-00113,OFR-007,CCS311-24,3BSCS-1
2024-00113,OFR-008,CCS312-24,3BSCS-1
2023-00114,OFR-009,CCS411-24,4BSCS-1
2023-00114,OFR-010,CCS412-24,4BSCS-1
2026-00115,OFR-011,CIT111-24,1BSIT-1
2026-00115,OFR-012,CIT112-24,1BSIT-1
2025-00116,OFR-013,CIT211-24,2BSIT-1
2025-00116,OFR-014,CIT212-24,2BSIT-1
2025-00117,OFR-015,CIT211-24,2BSIT-2
2025-00117,OFR-016,CIT212-24,2BSIT-2
2024-00118,OFR-017,CIT311-24,3BSIT-1
2024-00118,OFR-018,CIT312-24,3BSIT-1
2023-00119,OFR-019,CIT411-24,4BSIT-1
2023-00119,OFR-020,CIT412-24,4BSIT-1
2026-00120,OFR-001,CCS111-24,1BSCS-1
2026-00120,OFR-002,CCS112-24,1BSCS-1
2026-00120,OFR-021,CIS111-24,1BSIS-1
2025-00121,OFR-023,CIS211-24,2BSIS-1
2025-00121,OFR-024,CIS212-24,2BSIS-1
2025-00122,OFR-025,CIS211-24,2BSIS-2
2025-00122,OFR-026,CIS212-24,2BSIS-2
2024-00123,OFR-027,CIS311-24,3BSIS-1
2024-00123,OFR-028,CIS312-24,3BSIS-1
2023-00124,OFR-029,CIS411-24,4BSIS-1
2023-00124,OFR-030,CIS412-24,4BSIS-1
2026-00125,OFR-001,CCS111-24,1BSCS-1
2026-00125,OFR-002,CCS112-24,1BSCS-1
2025-00126,OFR-003,CCS211-24,2BSCS-1
2025-00126,OFR-004,CCS212-24,2BSCS-1
2025-00127,OFR-005,CCS211-24,2BSCS-2
2025-00127,OFR-006,CCS212-24,2BSCS-2
2024-00128,OFR-007,CCS311-24,3BSCS-1
2024-00128,OFR-008,CCS312-24,3BSCS-1
2023-00129,OFR-009,CCS411-24,4BSCS-1
2023-00129,OFR-010,CCS412-24,4BSCS-1
2026-00130,OFR-001,CCS111-24,1BSCS-1
2026-00130,OFR-002,CCS112-24,1BSCS-1
2026-00130,OFR-011,CIT111-24,1BSIT-1
2025-00131,OFR-013,CIT211-24,2BSIT-1
2025-00131,OFR-014,CIT212-24,2BSIT-1
2025-00132,OFR-015,CIT211-24,2BSIT-2
2025-00132,OFR-016,CIT212-24,2BSIT-2
2024-00133,OFR-017,CIT311-24,3BSIT-1
2024-00133,OFR-018,CIT312-24,3BSIT-1
2023-00134,OFR-019,CIT411-24,4BSIT-1
2023-00134,OFR-020,CIT412-24,4BSIT-1
2026-00135,OFR-021,CIS111-24,1BSIS-1
2026-00135,OFR-022,CIS112-24,1BSIS-1
2025-00136,OFR-023,CIS211-24,2BSIS-1
2025-00136,OFR-024,CIS212-24,2BSIS-1
2025-00137,OFR-025,CIS211-24,2BSIS-2
2025-00137,OFR-026,CIS212-24,2BSIS-2
2024-00138,OFR-027,CIS311-24,3BSIS-1
2024-00138,OFR-028,CIS312-24,3BSIS-1
2023-00139,OFR-029,CIS411-24,4BSIS-1
2023-00139,OFR-030,CIS412-24,4BSIS-1
2026-00140,OFR-001,CCS111-24,1BSCS-1
2026-00140,OFR-002,CCS112-24,1BSCS-1
2026-00140,OFR-011,CIT111-24,1BSIT-1
2025-00141,OFR-003,CCS211-24,2BSCS-1
2025-00141,OFR-004,CCS212-24,2BSCS-1
2025-00142,OFR-005,CCS211-24,2BSCS-2
2025-00142,OFR-006,CCS212-24,2BSCS-2
2024-00143,OFR-007,CCS311-24,3BSCS-1
2024-00143,OFR-008,CCS312-24,3BSCS-1
2023-00144,OFR-009,CCS411-24,4BSCS-1
2023-00144,OFR-010,CCS412-24,4BSCS-1
2026-00145,OFR-011,CIT111-24,1BSIT-1
2026-00145,OFR-012,CIT112-24,1BSIT-1
2025-00146,OFR-013,CIT211-24,2BSIT-1
2025-00146,OFR-014,CIT212-24,2BSIT-1
2025-00147,OFR-015,CIT211-24,2BSIT-2
2025-00147,OFR-016,CIT212-24,2BSIT-2
2024-00148,OFR-017,CIT311-24,3BSIT-1
2024-00148,OFR-018,CIT312-24,3BSIT-1
2023-00149,OFR-019,CIT411-24,4BSIT-1
2023-00149,OFR-020,CIT412-24,4BSIT-1
2026-00150,OFR-001,CCS111-24,1BSCS-1
2026-00150,OFR-002,CCS112-24,1BSCS-1
2026-00150,OFR-021,CIS111-24,1BSIS-1
2025-00151,OFR-023,CIS211-24,2BSIS-1
2025-00151,OFR-024,CIS212-24,2BSIS-1
2025-00152,OFR-025,CIS211-24,2BSIS-2
2025-00152,OFR-026,CIS212-24,2BSIS-2
2024-00153,OFR-027,CIS311-24,3BSIS-1
2024-00153,OFR-028,CIS312-24,3BSIS-1
2023-00154,OFR-029,CIS411-24,4BSIS-1
2023-00154,OFR-030,CIS412-24,4BSIS-1
2026-00155,OFR-001,CCS111-24,1BSCS-1
2026-00155,OFR-002,CCS112-24,1BSCS-1
2025-00156,OFR-003,CCS211-24,2BSCS-1
2025-00156,OFR-004,CCS212-24,2BSCS-1
2025-00157,OFR-005,CCS211-24,2BSCS-2
2025-00157,OFR-006,CCS212-24,2BSCS-2
2024-00158,OFR-007,CCS311-24,3BSCS-1
2024-00158,OFR-008,CCS312-24,3BSCS-1
2023-00159,OFR-009,CCS411-24,4BSCS-1
2023-00159,OFR-010,CCS412-24,4BSCS-1
2026-00160,OFR-001,CCS111-24,1BSCS-1
2026-00160,OFR-002,CCS112-24,1BSCS-1
2026-00160,OFR-011,CIT111-24,1BSIT-1
2025-00161,OFR-013,CIT211-24,2BSIT-1
2025-00161,OFR-014,CIT212-24,2BSIT-1
2025-00162,OFR-015,CIT211-24,2BSIT-2
2025-00162,OFR-016,CIT212-24,2BSIT-2
2024-00163,OFR-017,CIT311-24,3BSIT-1
2024-00163,OFR-018,CIT312-24,3BSIT-1
2023-00164,OFR-019,CIT411-24,4BSIT-1
2023-00164,OFR-020,CIT412-24,4BSIT-1
2026-00165,OFR-021,CIS111-24,1BSIS-1
2026-00165,OFR-022,CIS112-24,1BSIS-1
2025-00166,OFR-023,CIS211-24,2BSIS-1
2025-00166,OFR-024,CIS212-24,2BSIS-1
2025-00167,OFR-025,CIS211-24,2BSIS-2
2025-00167,OFR-026,CIS212-24,2BSIS-2
2024-00168,OFR-027,CIS311-24,3BSIS-1
2024-00168,OFR-028,CIS312-24,3BSIS-1
2023-00169,OFR-029,CIS411-24,4BSIS-1
2023-00169,OFR-030,CIS412-24,4BSIS-1
2026-00170,OFR-001,CCS111-24,1BSCS-1
2026-00170,OFR-002,CCS112-24,1BSCS-1
2026-00170,OFR-011,CIT111-24,1BSIT-1
2025-00171,OFR-003,CCS211-24,2BSCS-1
2025-00171,OFR-004,CCS212-24,2BSCS-1
2025-00172,OFR-005,CCS211-24,2BSCS-2
2025-00172,OFR-006,CCS212-24,2BSCS-2
2024-00173,OFR-007,CCS311-24,3BSCS-1
2024-00173,OFR-008,CCS312-24,3BSCS-1
2023-00174,OFR-009,CCS411-24,4BSCS-1
2023-00174,OFR-010,CCS412-24,4BSCS-1
2026-00175,OFR-011,CIT111-24,1BSIT-1
2026-00175,OFR-012,CIT112-24,1BSIT-1
2025-00176,OFR-013,CIT211-24,2BSIT-1
2025-00176,OFR-014,CIT212-24,2BSIT-1
2025-00177,OFR-015,CIT211-24,2BSIT-2
2025-00177,OFR-016,CIT212-24,2BSIT-2
2024-00178,OFR-017,CIT311-24,3BSIT-1
2024-00178,OFR-018,CIT312-24,3BSIT-1
2023-00179,OFR-019,CIT411-24,4BSIT-1
2023-00179,OFR-020,CIT412-24,4BSIT-1
2026-00180,OFR-001,CCS111-24,1BSCS-1
2026-00180,OFR-002,CCS112-24,1BSCS-1
2026-00180,OFR-021,CIS111-24,1BSIS-1
2025-00181,OFR-023,CIS211-24,2BSIS-1
2025-00181,OFR-024,CIS212-24,2BSIS-1
2025-00182,OFR-025,CIS211-24,2BSIS-2
2025-00182,OFR-026,CIS212-24,2BSIS-2
2024-00183,OFR-027,CIS311-24,3BSIS-1
2024-00183,OFR-028,CIS312-24,3BSIS-1
2023-00184,OFR-029,CIS411-24,4BSIS-1
2023-00184,OFR-030,CIS412-24,4BSIS-1
2026-00185,OFR-001,CCS111-24,1BSCS-1
2026-00185,OFR-002,CCS112-24,1BSCS-1
2025-00186,OFR-003,CCS211-24,2BSCS-1
2025-00186,OFR-004,CCS212-24,2BSCS-1
2025-00187,OFR-005,CCS211-24,2BSCS-2
2025-00187,OFR-006,CCS212-24,2BSCS-2
2024-00188,OFR-007,CCS311-24,3BSCS-1
2024-00188,OFR-008,CCS312-24,3BSCS-1
2023-00189,OFR-009,CCS411-24,4BSCS-1
2023-00189,OFR-010,CCS412-24,4BSCS-1
2026-00190,OFR-001,CCS111-24,1BSCS-1
2026-00190,OFR-002,CCS112-24,1BSCS-1
2026-00190,OFR-011,CIT111-24,1BSIT-1
2025-00191,OFR-013,CIT211-24,2BSIT-1
2025-00191,OFR-014,CIT212-24,2BSIT-1
2025-00192,OFR-015,CIT211-24,2BSIT-2
2025-00192,OFR-016,CIT212-24,2BSIT-2
2024-00193,OFR-017,CIT311-24,3BSIT-1
2024-00193,OFR-018,CIT312-24,3BSIT-1
2023-00194,OFR-019,CIT411-24,4BSIT-1
2023-00194,OFR-020,CIT412-24,4BSIT-1
2026-00195,OFR-021,CIS111-24,1BSIS-1
2026-00195,OFR-022,CIS112-24,1BSIS-1
2025-00196,OFR-023,CIS211-24,2BSIS-1
2025-00196,OFR-024,CIS212-24,2BSIS-1
2025-00197,OFR-025,CIS211-24,2BSIS-2
2025-00197,OFR-026,CIS212-24,2BSIS-2
2024-00198,OFR-027,CIS311-24,3BSIS-1
2024-00198,OFR-028,CIS312-24,3BSIS-1
2023-00199,OFR-029,CIS411-24,4BSIS-1
2023-00199,OFR-030,CIS412-24,4BSIS-1
2026-00200,OFR-001,CCS111-24,1BSCS-1
2026-00200,OFR-002,CCS112-24,1BSCS-1
2026-00200,OFR-011,CIT111-24,1BSIT-1
2025-00201,OFR-003,CCS211-24,2BSCS-1
2025-00201,OFR-004,CCS212-24,2BSCS-1
2025-00202,OFR-005,CCS211-24,2BSCS-2
2025-00202,OFR-006,CCS212-24,2BSCS-2
2024-00203,OFR-007,CCS311-24,3BSCS-1
2024-00203,OFR-008,CCS312-24,3BSCS-1
2023-00204,OFR-009,CCS411-24,4BSCS-1
2023-00204,OFR-010,CCS412-24,4BSCS-1
2026-00205,OFR-011,CIT111-24,1BSIT-1
2026-00205,OFR-012,CIT112-24,1BSIT-1
2025-00206,OFR-013,CIT211-24,2BSIT-1
2025-00206,OFR-014,CIT212-24,2BSIT-1
2025-00207,OFR-015,CIT211-24,2BSIT-2
2025-00207,OFR-016,CIT212-24,2BSIT-2
2024-00208,OFR-017,CIT311-24,3BSIT-1
2024-00208,OFR-018,CIT312-24,3BSIT-1
2023-00209,OFR-019,CIT411-24,4BSIT-1
2023-00209,OFR-020,CIT412-24,4BSIT-1
2026-00210,OFR-001,CCS111-24,1BSCS-1
2026-00210,OFR-002,CCS112-24,1BSCS-1
2026-00210,OFR-021,CIS111-24,1BSIS-1
2025-00211,OFR-023,CIS211-24,2BSIS-1
2025-00211,OFR-024,CIS212-24,2BSIS-1
2025-00212,OFR-025,CIS211-24,2BSIS-2
2025-00212,OFR-026,CIS212-24,2BSIS-2
2024-00213,OFR-027,CIS311-24,3BSIS-1
2024-00213,OFR-028,CIS312-24,3BSIS-1
2023-00214,OFR-029,CIS411-24,4BSIS-1
2023-00214,OFR-030,CIS412-24,4BSIS-1
2026-00215,OFR-001,CCS111-24,1BSCS-1
2026-00215,OFR-002,CCS112-24,1BSCS-1
2025-00216,OFR-003,CCS211-24,2BSCS-1
2025-00216,OFR-004,CCS212-24,2BSCS-1
2025-00217,OFR-005,CCS211-24,2BSCS-2
2025-00217,OFR-006,CCS212-24,2BSCS-2
2024-00218,OFR-007,CCS311-24,3BSCS-1
2024-00218,OFR-008,CCS312-24,3BSCS-1
2023-00219,OFR-009,CCS411-24,4BSCS-1
2023-00219,OFR-010,CCS412-24,4BSCS-1
2026-00220,OFR-001,CCS111-24,1BSCS-1
2026-00220,OFR-002,CCS112-24,1BSCS-1
2026-00220,OFR-011,CIT111-24,1BSIT-1
2025-00221,OFR-013,CIT211-24,2BSIT-1
2025-00221,OFR-014,CIT212-24,2BSIT-1
2025-00222,OFR-015,CIT211-24,2BSIT-2
2025-00222,OFR-016,CIT212-24,2BSIT-2
2024-00223,OFR-017,CIT311-24,3BSIT-1
2024-00223,OFR-018,CIT312-24,3BSIT-1
2023-00224,OFR-019,CIT411-24,4BSIT-1
2023-00224,OFR-020,CIT412-24,4BSIT-1
2026-00225,OFR-021,CIS111-24,1BSIS-1
2026-00225,OFR-022,CIS112-24,1BSIS-1
2025-00226,OFR-023,CIS211-24,2BSIS-1
2025-00226,OFR-024,CIS212-24,2BSIS-1
2025-00227,OFR-025,CIS211-24,2BSIS-2
2025-00227,OFR-026,CIS212-24,2BSIS-2
2024-00228,OFR-027,CIS311-24,3BSIS-1
2024-00228,OFR-028,CIS312-24,3BSIS-1
2023-00229,OFR-029,CIS411-24,4BSIS-1
2023-00229,OFR-030,CIS412-24,4BSIS-1
2026-00230,OFR-001,CCS111-24,1BSCS-1
2026-00230,OFR-002,CCS112-24,1BSCS-1
2026-00230,OFR-011,CIT111-24,1BSIT-1
2025-00231,OFR-003,CCS211-24,2BSCS-1
2025-00231,OFR-004,CCS212-24,2BSCS-1
2025-00232,OFR-005,CCS211-24,2BSCS-2
2025-00232,OFR-006,CCS212-24,2BSCS-2
2024-00233,OFR-007,CCS311-24,3BSCS-1
2024-00233,OFR-008,CCS312-24,3BSCS-1
2023-00234,OFR-009,CCS411-24,4BSCS-1
2023-00234,OFR-010,CCS412-24,4BSCS-1
2026-00235,OFR-011,CIT111-24,1BSIT-1
2026-00235,OFR-012,CIT112-24,1BSIT-1
2025-00236,OFR-013,CIT211-24,2BSIT-1
2025-00236,OFR-014,CIT212-24,2BSIT-1
2025-00237,OFR-015,CIT211-24,2BSIT-2
2025-00237,OFR-016,CIT212-24,2BSIT-2
2024-00238,OFR-017,CIT311-24,3BSIT-1
2024-00238,OFR-018,CIT312-24,3BSIT-1
2023-00239,OFR-019,CIT411-24,4BSIT-1
2023-00239,OFR-020,CIT412-24,4BSIT-1
2026-00240,OFR-001,CCS111-24,1BSCS-1
2026-00240,OFR-002,CCS112-24,1BSCS-1
2026-00240,OFR-021,CIS111-24,1BSIS-1
2025-00241,OFR-023,CIS211-24,2BSIS-1
2025-00241,OFR-024,CIS212-24,2BSIS-1
2025-00242,OFR-025,CIS211-24,2BSIS-2
2025-00242,OFR-026,CIS212-24,2BSIS-2
2024-00243,OFR-027,CIS311-24,3BSIS-1
2024-00243,OFR-028,CIS312-24,3BSIS-1
2023-00244,OFR-029,CIS411-24,4BSIS-1
